resultId,circuitID,Weather,raceId,driverId,constructorId,positionOrder,laps,pit_id,pit stops duration,# of pitstops,quali_ position
25442,77,0,1075,817,1,17,35,1075-817,20.65,0,12
25443,77,0,1075,849,3,18,14,1075-849,50,0,19
25444,77,0,1075,852,213,19,0,1075-852,50,0,20
25445,77,0,1075,854,210,20,0,1075-854,50,1,14
25446,1,0,1076,844,6,1,58,1076-844,17.973,1,1
25447,1,0,1076,815,9,2,58,1076-815,17.434,1,3
25448,1,0,1076,847,131,3,58,1076-847,18.479,1,6
25449,1,0,1076,1,131,4,58,1076-1,17.877,1,5
25450,1,0,1076,846,1,5,58,1076-846,17.556,1,4
25451,1,0,1076,817,1,6,58,1076-817,18.15,1,7
25452,1,0,1076,839,214,7,58,1076-839,19.128,1,8
25453,1,0,1076,822,51,8,58,1076-822,18.413,1,12
25454,1,0,1076,842,213,9,58,1076-842,18.926,1,11
25455,1,0,1076,848,3,10,58,1076-848,19.845,1,16
25456,1,0,1076,855,51,11,58,1076-855,18.38,3,14
25457,1,0,1076,840,117,12,58,1076-840,18.242,1,20
25458,1,0,1076,854,210,13,57,1076-854,19.039,1,15
25459,1,0,1076,825,210,14,57,1076-825,19.111,1,17
25460,1,0,1076,852,213,15,57,1076-852,18.443,2,13
25461,1,0,1076,849,3,16,57,1076-849,18.552,2,19
25462,1,0,1076,4,214,17,57,1076-4,18.796,1,10
25463,1,0,1076,830,9,18,38,1076-830,18.281,0,2
25464,1,0,1076,20,117,19,22,1076-20,50,0,18
25465,1,0,1076,832,6,20,1,1076-832,50,2,9
25466,21,1,1077,830,9,1,63,1077-830,30.001,2,1
25467,21,1,1077,815,9,2,63,1077-815,30.366,1,7
25468,21,1,1077,846,1,3,63,1077-846,30.07,1,3
25469,21,1,1077,847,131,4,63,1077-847,31.079,1,11
25470,21,1,1077,822,51,5,63,1077-822,40.957,3,8
25471,21,1,1077,844,6,6,63,1077-844,31.794,1,2
25472,21,1,1077,852,213,7,63,1077-852,30.372,1,16
25473,21,1,1077,20,117,8,63,1077-20,30.484,1,9
25474,21,1,1077,825,210,9,63,1077-825,33.765,1,4
25475,21,1,1077,840,117,10,62,1077-840,32.667,1,15
25476,21,1,1077,848,3,11,62,1077-848,30.793,1,20
25477,21,1,1077,842,213,12,62,1077-842,30.405,1,17
25478,21,1,1077,1,131,13,62,1077-1,32.74,1,13
25479,21,1,1077,839,214,14,62,1077-839,31.409,1,19
25480,21,1,1077,855,51,15,62,1077-855,32.203,1,14
25481,21,1,1077,849,3,16,62,1077-849,31.125,2,18
25482,21,1,1077,854,210,17,62,1077-854,31.32,3,12
25483,21,1,1077,817,1,18,62,1077-817,32.362,0,6
25484,21,1,1077,4,214,19,6,1077-4,50,0,5
25485,21,1,1077,832,6,20,0,1077-832,50,1,10
25486,79,0,1078,830,9,1,57,1078-830,18.798,1,3
25487,79,0,1078,844,6,2,57,1078-844,19.697,1,1
25488,79,0,1078,832,6,3,57,1078-832,22.063,2,2
25489,79,0,1078,815,9,4,57,1078-815,18.519,1,4
25490,79,0,1078,847,131,5,57,1078-847,19.035,1,12
25491,79,0,1078,1,131,6,57,1078-1,18.82,1,6
25492,79,0,1078,822,51,7,57,1078-822,19.614,1,5
25493,79,0,1078,839,214,8,57,1078-839,19.019,1,20
25494,79,0,1078,848,3,9,57,1078-848,20.059,1,18
25495,79,0,1078,840,117,10,57,1078-840,19.074,1,10
25496,79,0,1078,4,214,11,57,1078-4,21.638,2,11
25497,79,0,1078,852,213,12,57,1078-852,18.87,2,9
25498,79,0,1078,817,1,13,57,1078-817,19.484,1,14
25499,79,0,1078,849,3,14,57,1078-849,19.185,2,19
25500,79,0,1078,854,210,15,57,1078-854,20.413,2,15
25501,79,0,1078,825,210,16,56,1078-825,19.76,1,16
25502,79,0,1078,20,117,17,54,1078-20,19.861,2,13
25503,79,0,1078,842,213,18,45,1078-842,19.543,1,7
25504,79,0,1078,846,1,19,39,1078-846,19.986,0,8
25505,79,0,1078,855,51,20,6,1078-855,50,3,17
25506,4,0,1079,830,9,1,66,1079-830,22.173,3,2
25507,4,0,1079,815,9,2,66,1079-815,22.032,3,5
25508,4,0,1079,847,131,3,66,1079-847,22.154,3,4
25509,4,0,1079,832,6,4,66,1079-832,22.341,3,3
25510,4,0,1079,1,131,5,66,1079-1,31.054,2,6
25511,4,0,1079,822,51,6,66,1079-822,22.987,3,7
25512,4,0,1079,839,214,7,66,1079-839,22.137,3,12
25513,4,0,1079,846,1,8,66,1079-846,21.916,3,11
25514,4,0,1079,4,214,9,65,1079-4,22.375,3,17
25515,4,0,1079,852,213,10,65,1079-852,23.083,2,13
25516,4,0,1079,20,117,11,65,1079-20,22.536,3,16
25517,4,0,1079,817,1,12,65,1079-817,22.124,3,9
25518,4,0,1079,842,213,13,65,1079-842,22.008,2,14
25519,4,0,1079,854,210,14,65,1079-854,23.582,3,10
25520,4,0,1079,840,117,15,65,1079-840,22.833,3,18
25521,4,0,1079,849,3,16,64,1079-849,23.189,2,20
25522,4,0,1079,825,210,17,64,1079-825,29.632,4,8
25523,4,0,1079,848,3,18,64,1079-848,23.419,1,19
25524,4,0,1079,855,51,19,28,1079-855,23.109,1,15
25525,4,0,1079,844,6,20,27,1079-844,21.794,3,1
25526,6,1,1080,815,9,1,64,1080-815,24.409,2,3
25527,6,1,1080,832,6,2,64,1080-832,24.666,3,2
25528,6,1,1080,830,9,3,64,1080-830,27.009,3,4
25529,6,1,1080,844,6,4,64,1080-844,25.71,2,1
25530,6,1,1080,847,131,5,64,1080-847,25.352,4,6
25531,6,1,1080,846,1,6,64,1080-846,24.872,2,5
25532,6,1,1080,4,214,7,64,1080-4,24.526,3,7
25533,6,1,1080,1,131,8,64,1080-1,24.796,2,8
25534,6,1,1080,822,51,9,64,1080-822,25.865,3,12
25535,6,1,1080,20,117,10,64,1080-20,24.965,3,9
25536,6,1,1080,842,213,11,64,1080-842,35.486,2,17
25537,6,1,1080,839,214,12,64,1080-839,24.875,2,10
25538,6,1,1080,817,1,13,64,1080-817,26.056,4,14
25539,6,1,1080,840,117,14,64,1080-840,26.731,4,18
25540,6,1,1080,849,3,15,63,1080-849,36.773,2,19
25541,6,1,1080,855,51,16,63,1080-855,25.594,4,20
25542,6,1,1080,852,213,17,63,1080-852,25.068,3,11
25543,6,1,1080,848,3,18,48,1080-848,27.231,2,16
25544,6,1,1080,854,210,19,24,1080-854,27.637,0,15
25545,6,1,1080,825,210,20,19,1080-825,50,2,13
25546,73,0,1081,830,9,1,51,1081-830,21.468,2,3
25547,73,0,1081,815,9,2,51,1081-815,23.379,2,2
25548,73,0,1081,847,131,3,51,1081-847,20.538,2,5
25549,73,0,1081,1,131,4,51,1081-1,21.47,1,7
25550,73,0,1081,842,213,5,51,1081-842,22.698,1,6
25551,73,0,1081,20,117,6,51,1081-20,20.249,1,9
25552,73,0,1081,4,214,7,51,1081-4,20.571,1,10
25553,73,0,1081,817,1,8,51,1081-817,21.794,1,12
25554,73,0,1081,846,1,9,51,1081-846,21.443,1,11
25555,73,0,1081,839,214,10,51,1081-839,22.638,1,13
25556,73,0,1081,822,51,11,50,1081-822,20.979,2,15
25557,73,0,1081,848,3,12,50,1081-848,25.577,2,17
25558,73,0,1081,852,213,13,50,1081-852,23.083,2,8
25559,73,0,1081,854,210,14,50,1081-854,26.973,2,20
25560,73,0,1081,849,3,15,50,1081-849,29.395,1,18
25561,73,0,1081,840,117,16,46,1081-840,22.059,1,19
25562,73,0,1081,825,210,17,31,1081-825,21.555,1,16
25563,73,0,1081,855,51,18,23,1081-855,23.001,1,14
25564,73,0,1081,844,6,19,21,1081-844,23.212,0,1
25565,73,0,1081,832,6,20,8,1081-832,50,2,4
25566,7,0,1082,830,9,1,70,1082-830,24.217,2,1
25567,7,0,1082,832,6,2,70,1082-832,24.215,2,3
25568,7,0,1082,1,131,3,70,1082-1,23.845,2,4
25569,7,0,1082,847,131,4,70,1082-847,23.951,1,8
25570,7,0,1082,844,6,5,70,1082-844,26.199,2,15
25571,7,0,1082,839,214,6,70,1082-839,25.684,1,7
25572,7,0,1082,822,51,7,70,1082-822,26.089,2,11
25573,7,0,1082,855,51,8,70,1082-855,24.281,2,10
25574,7,0,1082,4,214,9,70,1082-4,23.779,1,2
25575,7,0,1082,840,117,10,70,1082-840,25.252,2,18
25576,7,0,1082,817,1,11,70,1082-817,27.937,2,9
25577,7,0,1082,20,117,12,70,1082-20,23.406,2,17
25578,7,0,1082,848,3,13,70,1082-848,23.804,2,12
25579,7,0,1082,842,213,14,70,1082-842,23.557,2,16
25580,7,0,1082,846,1,15,70,1082-846,43.032,2,14
25581,7,0,1082,849,3,16,70,1082-849,24.02,1,19
25582,7,0,1082,825,210,17,70,1082-825,38.262,2,5
25583,7,0,1082,852,213,18,47,1082-852,23.248,0,20
25584,7,0,1082,854,210,19,18,1082-854,50,0,6
25585,7,0,1082,815,9,20,7,1082-815,50,3,13
25586,9,0,1083,832,6,1,52,1083-832,31.752,3,1
25587,9,0,1083,815,9,2,52,1083-815,34.772,3,4
25588,9,0,1083,1,131,3,52,1083-1,46.888,2,5
25589,9,0,1083,844,6,4,52,1083-844,36.36,3,3
25590,9,0,1083,4,214,5,52,1083-4,55.7,3,7
25591,9,0,1083,846,1,6,52,1083-846,43.215,4,6
25592,9,0,1083,830,9,7,52,1083-830,37.323,3,2
25593,9,0,1083,854,210,8,52,1083-854,65.174,3,19
25594,9,0,1083,20,117,9,52,1083-20,67.301,2,18
25595,9,0,1083,825,210,10,52,1083-825,63.613,3,17
25596,9,0,1083,840,117,11,52,1083-840,69.017,3,20
25597,9,0,1083,849,3,12,52,1083-849,51.904,4,10
25598,9,0,1083,817,1,13,52,1083-817,3.314,3,14
25599,9,0,1083,852,213,14,52,1083-852,71.861,2,13
25600,9,0,1083,839,214,15,37,1083-839,70.76,2,15
25601,9,0,1083,842,213,16,26,1083-842,48.95,1,11
25602,9,0,1083,822,51,17,20,1083-822,55.732,0,12
25603,9,0,1083,847,131,18,0,1083-847,50,0,8
25604,9,0,1083,855,51,19,0,1083-855,50,0,9
25605,9,0,1083,848,3,20,0,1083-848,50,3,16
25606,70,0,1084,844,6,1,71,1084-844,21.532,3,2
25607,70,0,1084,830,9,2,71,1084-830,22.022,2,1
25608,70,0,1084,1,131,3,71,1084-1,23.026,2,9
25609,70,0,1084,847,131,4,71,1084-847,38.201,2,4
25610,70,0,1084,839,214,5,71,1084-839,21.755,2,5
25611,70,0,1084,854,210,6,70,1084-854,22.12,2,7
25612,70,0,1084,846,1,7,70,1084-846,22.684,2,15
25613,70,0,1084,825,210,8,70,1084-825,22.205,2,6
25614,70,0,1084,817,1,9,70,1084-817,21.356,3,16
25615,70,0,1084,4,214,10,70,1084-4,21.552,2,8
25616,70,0,1084,822,51,11,70,1084-822,24.677,2,12
25617,70,0,1084,848,3,12,70,1084-848,22.301,2,11
25618,70,0,1084,840,117,13,70,1084-840,21.431,2,17
25619,70,0,1084,855,51,14,70,1084-855,22.704,2,18
25620,70,0,1084,842,213,15,70,1084-842,22.724,2,10
25621,70,0,1084,852,213,16,70,1084-852,21.749,2,14
25622,70,0,1084,20,117,17,70,1084-20,22.112,2,20
25623,70,0,1084,832,6,18,56,1084-832,21.212,2,3
25624,70,0,1084,849,3,19,48,1084-849,21.722,1,19
25625,70,0,1084,815,9,20,24,1084-815,23.681,1,13
25626,34,0,1085,830,9,1,53,1085-830,35.266,1,2
25627,34,0,1085,1,131,2,53,1085-1,37.189,1,4
25628,34,0,1085,847,131,3,53,1085-847,38.277,1,6
25629,34,0,1085,815,9,4,53,1085-815,38.061,2,3
25630,34,0,1085,832,6,5,53,1085-832,41.458,1,9
25631,34,0,1085,4,214,6,53,1085-4,36.524,1,7
25632,34,0,1085,846,1,7,53,1085-846,37.539,1,5
25633,34,0,1085,839,214,8,53,1085-839,44.747,1,12
25634,34,0,1085,817,1,9,53,1085-817,36.264,1,11
25635,34,0,1085,840,117,10,53,1085-840,39.844,1,17
25636,34,0,1085,20,117,11,53,1085-20,36.671,1,14
25637,34,0,1085,842,213,12,53,1085-842,35.969,1,16
25638,34,0,1085,848,3,13,53,1085-848,37.38,2,15
25639,34,0,1085,822,51,14,53,1085-822,37.855,2,13
25640,34,0,1085,854,210,15,53,1085-854,36.704,2,19
25641,34,0,1085,855,51,16,47,1085-855,36.444,2,18
25642,34,0,1085,849,3,17,40,1085-849,37.497,2,20
25643,34,0,1085,825,210,18,37,1085-825,36.779,0,10
25644,34,0,1085,844,6,19,17,1085-844,50,1,1
25645,34,0,1085,852,213,20,17,1085-852,37.648,2,8
25646,11,1,1086,830,9,1,70,1086-830,21.351,2,10
25647,11,1,1086,1,131,2,70,1086-1,21.699,2,7
25648,11,1,1086,847,131,3,70,1086-847,22.763,2,1
25649,11,1,1086,832,6,4,70,1086-832,22.82,2,2
25650,11,1,1086,815,9,5,70,1086-815,21.118,3,11
25651,11,1,1086,844,6,6,70,1086-844,21.775,2,3
25652,11,1,1086,846,1,7,70,1086-846,23.567,1,4
25653,11,1,1086,4,214,8,69,1086-4,22.083,1,6
25654,11,1,1086,839,214,9,69,1086-839,23.581,2,5
25655,11,1,1086,20,117,10,69,1086-20,21.402,2,18
25656,11,1,1086,840,117,11,69,1086-840,21.779,2,14
25657,11,1,1086,842,213,12,69,1086-842,21.675,2,19
25658,11,1,1086,855,51,13,69,1086-855,22.321,2,12
25659,11,1,1086,854,210,14,69,1086-854,22.953,2,15
25660,11,1,1086,817,1,15,69,1086-817,21.558,3,9
25661,11,1,1086,825,210,16,69,1086-825,29.641,3,13
25662,11,1,1086,848,3,17,69,1086-848,31.224,3,17
25663,11,1,1086,849,3,18,69,1086-849,21.865,3,20
25664,11,1,1086,852,213,19,68,1086-852,21.577,1,16
25665,11,1,1086,822,51,20,65,1086-822,22.272,2,8
25666,13,0,1087,830,9,1,44,1087-830,22.882,2,1
25667,13,0,1087,815,9,2,44,1087-815,22.349,2,3
25668,13,0,1087,832,6,3,44,1087-832,22.543,2,2
25669,13,0,1087,847,131,4,44,1087-847,22.825,2,8
25670,13,0,1087,4,214,5,44,1087-4,22.641,3,6
25671,13,0,1087,844,6,6,44,1087-844,24.198,2,4
25672,13,0,1087,839,214,7,44,1087-839,23.511,2,5
25673,13,0,1087,20,117,8,44,1087-20,23.222,2,16
25674,13,0,1087,842,213,9,44,1087-842,22.857,2,12
25675,13,0,1087,848,3,10,44,1087-848,23.334,2,9
25676,13,0,1087,840,117,11,44,1087-840,23.555,2,14
25677,13,0,1087,846,1,12,44,1087-846,23.036,2,10
25678,13,0,1087,852,213,13,44,1087-852,30.055,2,19
25679,13,0,1087,855,51,14,44,1087-855,23.744,2,13
25680,13,0,1087,817,1,15,44,1087-817,23.085,2,11
25681,13,0,1087,825,210,16,43,1087-825,26.815,2,18
25682,13,0,1087,854,210,17,43,1087-854,24.158,3,15
25683,13,0,1087,849,3,18,43,1087-849,35.825,0,17
25684,13,0,1087,822,51,19,1,1087-822,50,0,20
25685,13,0,1087,1,131,20,0,1087-1,50,4,7
25686,39,0,1088,830,9,1,72,1088-830,19.634,3,1
25687,39,0,1088,847,131,2,72,1088-847,19.359,4,6
25688,39,0,1088,844,6,3,72,1088-844,19.08,3,2
25689,39,0,1088,1,131,4,72,1088-1,19.046,4,4
25690,39,0,1088,815,9,5,72,1088-815,18.835,3,5
25691,39,0,1088,4,214,6,72,1088-4,19.578,3,13
25692,39,0,1088,846,1,7,72,1088-846,19.303,3,7
25693,39,0,1088,832,6,8,72,1088-832,29.705,3,3
25694,39,0,1088,839,214,9,72,1088-839,19.455,4,12
25695,39,0,1088,840,117,10,72,1088-840,20.205,4,10
25696,39,0,1088,842,213,11,72,1088-842,18.789,4,11
25697,39,0,1088,848,3,12,72,1088-848,19.325,4,15
25698,39,0,1088,854,210,13,72,1088-854,26.813,4,8
25699,39,0,1088,20,117,14,72,1088-20,22.391,4,19
25700,39,0,1088,825,210,15,72,1088-825,20.785,4,18
25701,39,0,1088,855,51,16,72,1088-855,19.548,5,14
25702,39,0,1088,817,1,17,72,1088-817,19.546,4,17
25703,39,0,1088,849,3,18,71,1088-849,20.284,2,20
25704,39,0,1088,822,51,19,53,1088-822,19.741,3,16
25705,39,0,1088,852,213,20,43,1088-852,18.774,2,9
25706,14,0,1089,830,9,1,53,1089-830,23.791,3,2
25707,14,0,1089,844,6,2,53,1089-844,23.531,2,1
25708,14,0,1089,847,131,3,53,1089-847,25.075,2,6
25709,14,0,1089,832,6,4,53,1089-832,23.728,1,3
25710,14,0,1089,1,131,5,53,1089-1,24.282,2,5
25711,14,0,1089,815,9,6,53,1089-815,23.698,2,4
25712,14,0,1089,846,1,7,53,1089-846,26.714,1,7
25713,14,0,1089,842,213,8,53,1089-842,25.376,1,9
25714,14,0,1089,856,3,9,53,1089-856,24.628,1,13
25715,14,0,1089,855,51,10,53,1089-855,25.366,1,14
25716,14,0,1089,839,214,11,53,1089-839,24.336,1,11
25717,14,0,1089,854,210,12,53,1089-854,24.817,1,20
25718,14,0,1089,822,51,13,52,1089-822,24.758,2,12
25719,14,0,1089,852,213,14,52,1089-852,24.009,2,15
25720,14,0,1089,849,3,15,52,1089-849,26.782,2,16
25721,14,0,1089,825,210,16,52,1089-825,30.164,1,19
25722,14,0,1089,817,1,17,45,1089-817,25.164,1,8
25723,14,0,1089,840,117,18,39,1089-840,24.254,0,18
25724,14,0,1089,4,214,19,31,1089-4,50,0,10
25725,14,0,1089,20,117,20,10,1089-20,50,1,17
25726,15,1,1091,815,9,1,59,1091-815,29.55,1,2
25727,15,1,1091,844,6,2,59,1091-844,32.058,1,1
25728,15,1,1091,832,6,3,59,1091-832,30.603,1,4
25729,15,1,1091,846,1,4,59,1091-846,30.528,1,6
25730,15,1,1091,817,1,5,59,1091-817,30.946,1,17
25731,15,1,1091,840,117,6,59,1091-840,29.863,2,12
25732,15,1,1091,830,9,7,59,1091-830,29.407,1,8
25733,15,1,1091,20,117,8,59,1091-20,29.704,1,14
25734,15,1,1091,1,131,9,59,1091-1,41.019,1,3
25735,15,1,1091,842,213,10,59,1091-842,29.867,1,7
25736,15,1,1091,822,51,11,59,1091-822,32.167,2,16
25737,15,1,1091,825,210,12,59,1091-825,39.247,2,9
25738,15,1,1091,854,210,13,58,1091-854,31.201,4,13
25739,15,1,1091,847,131,14,57,1091-847,30.378,1,11
25740,15,1,1091,852,213,15,34,1091-852,31.293,0,10
25741,15,1,1091,839,214,16,26,1091-839,50,0,18
25742,15,1,1091,848,3,17,25,1091-848,50,0,19
25743,15,1,1091,4,214,18,20,1091-4,50,0,5
25744,15,1,1091,849,3,19,7,1091-849,50,0,20
25745,15,1,1091,855,51,20,6,1091-855,50,2,15
25746,22,1,1092,830,9,1,28,1092-830,27.399,2,1
25747,22,1,1092,815,9,2,28,1092-815,32.517,2,4
25748,22,1,1092,844,6,3,28,1092-844,29.973,2,2
25749,22,1,1092,839,214,4,28,1092-839,33.601,2,5
25750,22,1,1092,1,131,5,28,1092-1,36.504,2,6
25751,22,1,1092,20,117,6,28,1092-20,49.647,3,9
25752,22,1,1092,4,214,7,28,1092-4,36.837,2,7
25753,22,1,1092,847,131,8,28,1092-847,41.057,2,8
25754,22,1,1092,849,3,9,28,1092-849,47.673,2,20
25755,22,1,1092,846,1,10,28,1092-846,46.256,2,10
25756,22,1,1092,817,1,11,28,1092-817,41.749,3,11
25757,22,1,1092,840,117,12,28,1092-840,40.463,3,19
25758,22,1,1092,852,213,13,28,1092-852,42.478,2,13
25759,22,1,1092,825,210,14,28,1092-825,42.029,2,18
25760,22,1,1092,822,51,15,28,1092-822,47.553,3,12
25761,22,1,1092,855,51,16,28,1092-855,50.005,2,14
25762,22,1,1092,854,210,17,28,1092-854,40.857,4,15
25763,22,1,1092,842,213,18,28,1092-842,41.319,0,17
25764,22,1,1092,832,6,19,0,1092-832,50,0,3
25765,22,1,1092,848,3,20,0,1092-848,50,2,16
25766,69,0,1093,830,9,1,56,1093-830,23.866,2,3
25767,69,0,1093,1,131,2,56,1093-1,24.362,2,5
25768,69,0,1093,844,6,3,56,1093-844,24.314,2,2
25769,69,0,1093,815,9,4,56,1093-815,23.403,3,4
25770,69,0,1093,847,131,5,56,1093-847,30.038,2,6
25771,69,0,1093,846,1,6,56,1093-846,24.026,2,8
25772,69,0,1093,4,214,7,56,1093-4,23.87,2,9
25773,69,0,1093,20,117,8,56,1093-20,24.307,1,12
25774,69,0,1093,825,210,9,56,1093-825,29.039,2,16
25775,69,0,1093,852,213,10,56,1093-852,23.688,2,15
25776,69,0,1093,839,214,11,56,1093-839,24.816,2,18
25777,69,0,1093,855,51,12,56,1093-855,27.326,2,14
25778,69,0,1093,848,3,13,56,1093-848,24.624,2,11
25779,69,0,1093,842,213,14,56,1093-842,23.67,2,13
25780,69,0,1093,854,210,15,56,1093-854,25.209,2,19
25781,69,0,1093,817,1,16,56,1093-817,26.206,2,17
25782,69,0,1093,849,3,17,56,1093-849,25.321,1,20
25783,69,0,1093,840,117,18,21,1093-840,25.417,1,7
25784,69,0,1093,822,51,19,16,1093-822,25.013,0,10
25785,69,0,1093,832,6,20,1,1093-832,50,1,1
25786,32,0,1094,830,9,1,71,1094-830,22.487,1,1
25787,32,0,1094,1,131,2,71,1094-1,23.194,1,3
25788,32,0,1094,815,9,3,71,1094-815,24.892,2,4
25789,32,0,1094,847,131,4,71,1094-847,22.795,1,2
25790,32,0,1094,832,6,5,71,1094-832,23.469,1,5
25791,32,0,1094,844,6,6,71,1094-844,22.193,1,7
25792,32,0,1094,817,1,7,70,1094-817,22.28,1,11
25793,32,0,1094,839,214,8,70,1094-839,22.343,1,10
25794,32,0,1094,846,1,9,70,1094-846,22.585,1,8
25795,32,0,1094,822,51,10,70,1094-822,23.863,1,6
25796,32,0,1094,842,213,11,70,1094-842,29.168,1,14
25797,32,0,1094,848,3,12,70,1094-848,23.182,1,19
25798,32,0,1094,855,51,13,70,1094-855,24.218,1,12
25799,32,0,1094,20,117,14,70,1094-20,22.534,2,17
25800,32,0,1094,840,117,15,70,1094-840,23.509,1,18
25801,32,0,1094,854,210,16,70,1094-854,23.679,1,16
25802,32,0,1094,825,210,17,70,1094-825,23.722,2,15
25803,32,0,1094,849,3,18,69,1094-849,23.826,1,20
25804,32,0,1094,4,214,19,63,1094-4,23.159,1,9
25805,32,0,1094,852,213,20,50,1094-852,22.468,2,13
25806,18,0,1095,847,131,1,71,1095-847,23.521,2,3
25807,18,0,1095,1,131,2,71,1095-1,24.081,3,8
25808,18,0,1095,832,6,3,71,1095-832,25.206,3,5
25809,18,0,1095,844,6,4,71,1095-844,30.08,3,10
25810,18,0,1095,4,214,5,71,1095-4,23.478,3,7
25811,18,0,1095,830,9,6,71,1095-830,30.942,2,2
25812,18,0,1095,815,9,7,71,1095-815,22.869,2,9
25813,18,0,1095,839,214,8,71,1095-839,23.868,2,6
25814,18,0,1095,822,51,9,71,1095-822,23.908,2,18
25815,18,0,1095,840,117,10,71,1095-840,23.469,2,15
25816,18,0,1095,20,117,11,71,1095-20,24.248,2,13
25817,18,0,1095,855,51,12,71,1095-855,24.332,2,17
25818,18,0,1095,854,210,13,71,1095-854,24.487,3,20
25819,18,0,1095,842,213,14,71,1095-842,23.46,3,12
25820,18,0,1095,848,3,15,71,1095-848,24.361,3,11
25821,18,0,1095,849,3,16,71,1095-849,28.807,3,16
25822,18,0,1095,852,213,17,70,1095-852,23.287,2,19
25823,18,0,1095,846,1,18,50,1095-846,29.338,0,4
25824,18,0,1095,825,210,19,0,1095-825,50,0,1
25825,18,0,1095,817,1,20,0,1095-817,50,1,14
25826,24,0,1096,830,9,1,58,1096-830,22.735,1,1
25827,24,0,1096,844,6,2,58,1096-844,22.21,2,3
25828,24,0,1096,815,9,3,58,1096-815,21.36,2,2
25829,24,0,1096,832,6,4,58,1096-832,21.93,2,4
25830,24,0,1096,847,131,5,58,1096-847,24.243,2,6
25831,24,0,1096,846,1,6,58,1096-846,22.234,2,7
25832,24,0,1096,839,214,7,58,1096-839,21.895,2,8
25833,24,0,1096,840,117,8,58,1096-840,21.814,1,14
25834,24,0,1096,817,1,9,58,1096-817,21.893,1,10
25835,24,0,1096,20,117,10,58,1096-20,23.186,2,9
25836,24,0,1096,852,213,11,58,1096-852,21.591,2,12
25837,24,0,1096,855,51,12,57,1096-855,22.435,2,15
25838,24,0,1096,848,3,13,57,1096-848,21.793,1,19
25839,24,0,1096,842,213,14,57,1096-842,21.855,1,17
25840,24,0,1096,822,51,15,57,1096-822,22.573,2,18
25841,24,0,1096,854,210,16,57,1096-854,22.276,1,13
25842,24,0,1096,825,210,17,57,1096-825,22.387,1,16
25843,24,0,1096,1,131,18,55,1096-1,21.27,2,5
25844,24,0,1096,849,3,19,55,1096-849,22.423,1,20
25845,24,0,1096,4,214,20,27,1096-4,21.74,2,11
25846,3,0,1098,830,9,1,57,1098-830,24.289,2,1
25847,3,0,1098,815,9,2,57,1098-815,24.264,2,2
25848,3,0,1098,4,117,3,57,1098-4,25.8,2,5
25849,3,0,1098,832,6,4,57,1098-832,24.5,2,4
25850,3,0,1098,1,131,5,57,1098-1,24.682,2,7
25851,3,0,1098,840,117,6,57,1098-840,25.449,2,8
25852,3,0,1098,847,131,7,57,1098-847,27.062,2,6
25853,3,0,1098,822,51,8,57,1098-822,25.399,3,12
25854,3,0,1098,842,214,9,57,1098-842,25.885,3,20
25855,3,0,1098,848,3,10,57,1098-848,25.054,3,15
25856,3,0,1098,852,213,11,57,1098-852,25.267,3,14
25857,3,0,1098,858,3,12,56,1098-858,25.6,3,16
25858,3,0,1098,825,210,13,56,1098-825,25.439,2,17
25859,3,0,1098,856,213,14,56,1098-856,25.018,3,19
25860,3,0,1098,807,210,15,56,1098-807,26.075,3,10
25861,3,0,1098,855,51,16,56,1098-855,25.787,6,13
25862,3,0,1098,846,1,17,55,1098-846,32.766,3,11
25863,3,0,1098,839,214,18,41,1098-839,24.966,2,9
25864,3,0,1098,844,6,19,39,1098-844,24.345,0,3
25865,3,0,1098,857,1,20,13,1098-857,50,1,18
25866,77,0,1099,815,9,1,50,1099-815,20.715,1,1
25867,77,0,1099,830,9,2,50,1099-830,20.824,1,15
25868,77,0,1099,4,117,3,50,1099-4,26.879,1,3
25869,77,0,1099,847,131,4,50,1099-847,20.828,1,4
25870,77,0,1099,1,131,5,50,1099-1,21.102,1,8
25871,77,0,1099,832,6,6,50,1099-832,20.76,1,5
25872,77,0,1099,844,6,7,50,1099-844,20.026,1,2
25873,77,0,1099,839,214,8,50,1099-839,20.762,1,7
25874,77,0,1099,842,214,9,50,1099-842,20.719,1,10
25875,77,0,1099,825,210,10,50,1099-825,20.87,1,13
25876,77,0,1099,852,213,11,50,1099-852,21.414,1,16
25877,77,0,1099,807,210,12,50,1099-807,21.567,2,11
25878,77,0,1099,855,51,13,50,1099-855,21.703,1,12
25879,77,0,1099,856,213,14,50,1099-856,21.116,1,18
25880,77,0,1099,857,1,15,50,1099-857,31.534,1,9
25881,77,0,1099,858,3,16,50,1099-858,21.064,2,20
25882,77,0,1099,846,1,17,50,1099-846,29.444,3,19
25883,77,0,1099,822,51,18,49,1099-822,21.505,1,14
25884,77,0,1099,848,3,19,27,1099-848,21.397,1,17
25885,77,0,1099,840,117,20,16,1099-840,21.15,3,6
25886,1,0,1100,830,9,1,58,1100-830,25.112,3,1
25887,1,0,1100,1,131,2,58,1100-1,25.181,3,3
25888,1,0,1100,4,117,3,58,1100-4,26.94,3,4
25889,1,0,1100,840,117,4,58,1100-840,27.222,5,6
25890,1,0,1100,815,9,5,58,1100-815,17.657,3,20
25891,1,0,1100,846,1,6,58,1100-846,34.763,3,13
25892,1,0,1100,807,210,7,58,1100-807,26.326,4,10
